"customer_sk","channel_usage_dt","gomoney_yn","gomoney_registered_dt","num_gomoney_logins_last_7_days","num_gomoney_logins_last_30_days","ib_yn","ib_registered_dt","num_ib_logins_last_7_days","num_ib_logins_last_30_days"
1041,"2014-10-01","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-02","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-03","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-04","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-05","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-06","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-07","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-08","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-09","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-10","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-11","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-12","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-13","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-14","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-15","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-16","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-17","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-18","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-19","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-20","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-21","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-22","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-23","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-24","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-25","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-26","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-27","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-28","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-29","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1041,"2014-10-30","Y","2009-04-15",0,0,"Y","2008-03-27",0,0
1042,"2014-10-01","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-02","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-03","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-04","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-05","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-06","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-07","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-08","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-09","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-10","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-11","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-12","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-13","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-14","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-15","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-16","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-17","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-18","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-19","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-20","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-21","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-22","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-23","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-24","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-25","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-26","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-27","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-28","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-29","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1042,"2014-10-30","Y","2007-10-05",0,0,"Y","2011-04-16",0,0
1043,"2014-10-01","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-02","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-03","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-04","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-05","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-06","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-07","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-08","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-09","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-10","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-11","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-12","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-13","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-14","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-15","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-16","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-17","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-18","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-19","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-20","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-21","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-22","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-23","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-24","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-25","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-26","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-27","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-28","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-29","N","NA",0,0,"Y","2002-03-30",0,0
1043,"2014-10-30","N","NA",0,0,"Y","2002-03-30",0,0
1044,"2014-10-01","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-02","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-03","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-04","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-05","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-06","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-07","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-08","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-09","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-10","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-11","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-12","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-13","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-14","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-15","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-16","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-17","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-18","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-19","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-20","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-21","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-22","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-23","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-24","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-25","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-26","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-27","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-28","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-29","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1044,"2014-10-30","Y","2010-10-19",0,0,"Y","2000-12-17",0,0
1045,"2014-10-01","N","NA",0,0,"N","NA",0,0
1045,"2014-10-02","N","NA",0,0,"N","NA",0,0
1045,"2014-10-03","N","NA",0,0,"N","NA",0,0
1045,"2014-10-04","N","NA",0,0,"N","NA",0,0
1045,"2014-10-05","N","NA",0,0,"N","NA",0,0
1045,"2014-10-06","N","NA",0,0,"N","NA",0,0
1045,"2014-10-07","N","NA",0,0,"N","NA",0,0
1045,"2014-10-08","N","NA",0,0,"N","NA",0,0
1045,"2014-10-09","N","NA",0,0,"N","NA",0,0
1045,"2014-10-10","N","NA",0,0,"N","NA",0,0
1045,"2014-10-11","N","NA",0,0,"N","NA",0,0
1045,"2014-10-12","N","NA",0,0,"N","NA",0,0
1045,"2014-10-13","N","NA",0,0,"N","NA",0,0
1045,"2014-10-14","N","NA",0,0,"N","NA",0,0
1045,"2014-10-15","N","NA",0,0,"N","NA",0,0
1045,"2014-10-16","N","NA",0,0,"N","NA",0,0
1045,"2014-10-17","N","NA",0,0,"N","NA",0,0
1045,"2014-10-18","N","NA",0,0,"N","NA",0,0
1045,"2014-10-19","N","NA",0,0,"N","NA",0,0
1045,"2014-10-20","N","NA",0,0,"N","NA",0,0
1045,"2014-10-21","N","NA",0,0,"N","NA",0,0
1045,"2014-10-22","N","NA",0,0,"N","NA",0,0
1045,"2014-10-23","N","NA",0,0,"N","NA",0,0
1045,"2014-10-24","N","NA",0,0,"N","NA",0,0
1045,"2014-10-25","N","NA",0,0,"N","NA",0,0
1045,"2014-10-26","N","NA",0,0,"N","NA",0,0
1045,"2014-10-27","N","NA",0,0,"N","NA",0,0
1045,"2014-10-28","N","NA",0,0,"N","NA",0,0
1045,"2014-10-29","N","NA",0,0,"N","NA",0,0
1045,"2014-10-30","N","NA",0,0,"N","NA",0,0
1046,"2014-10-01","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-02","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-03","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-04","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-05","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-06","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-07","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-08","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-09","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-10","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-11","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-12","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-13","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-14","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-15","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-16","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-17","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-18","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-19","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-20","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-21","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-22","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-23","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-24","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-25","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-26","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-27","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-28","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-29","N","NA",0,0,"Y","2010-08-15",0,0
1046,"2014-10-30","N","NA",0,0,"Y","2010-08-15",0,0
1047,"2014-10-01","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-02","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-03","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-04","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-05","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-06","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-07","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-08","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-09","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-10","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-11","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-12","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-13","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-14","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-15","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-16","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-17","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-18","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-19","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-20","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-21","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-22","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-23","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-24","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-25","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-26","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-27","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-28","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-29","N","NA",0,0,"Y","2000-03-29",0,0
1047,"2014-10-30","N","NA",0,0,"Y","2000-03-29",0,0
1048,"2014-10-01","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-02","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-03","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-04","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-05","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-06","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-07","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-08","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-09","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-10","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-11","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-12","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-13","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-14","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-15","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-16","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-17","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-18","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-19","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-20","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-21","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-22","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-23","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-24","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-25","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-26","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-27","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-28","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-29","N","NA",0,0,"Y","2003-12-30",0,0
1048,"2014-10-30","N","NA",0,0,"Y","2003-12-30",0,0
1049,"2014-10-01","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-02","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-03","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-04","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-05","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-06","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-07","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-08","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-09","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-10","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-11","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-12","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-13","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-14","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-15","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-16","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-17","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-18","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-19","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-20","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-21","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-22","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-23","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-24","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-25","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-26","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-27","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-28","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-29","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1049,"2014-10-30","Y","2014-06-10",0,0,"Y","2014-01-11",0,0
1050,"2014-10-01","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-02","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-03","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-04","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-05","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-06","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-07","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-08","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-09","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-10","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-11","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-12","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-13","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-14","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-15","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-16","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-17","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-18","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-19","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-20","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-21","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-22","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-23","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-24","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-25","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-26","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-27","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-28","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-29","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
1050,"2014-10-30","Y","2014-01-02",0,0,"Y","2008-05-16",0,0
